Team,Player,Event,Mins,Secs,X,Y,X2,Y2,mitad,tiempo_total,fecha
Estrella,Barneix,pase,52.0,9.0,50.0,90.0,60.0,96.0,2,3129.0,1
Estrella,Pilat,pase,52.0,10.0,60.0,97.0,61.0,86.0,2,3130.0,1
Estrella,Romo,pase,52.0,14.0,61.0,87.0,85.0,95.0,2,3134.0,1
Estrella,Barneix,falta cometida,52.0,57.0,40.0,89.0,,,2,3177.0,1
Estrella,Gerardi,recuperacion,53.0,57.0,2.0,54.0,,,2,3237.0,1
Estrella,Gerardi,pase,54.0,9.0,15.0,51.0,15.0,77.0,2,3249.0,1
Estrella,Barneix,pase,54.0,13.0,15.0,78.0,55.0,69.0,2,3253.0,1
Estrella,Retamozo,recuperacion,54.0,15.0,35.0,71.0,,,2,3255.0,1
Estrella,Retamozo,pase,54.0,18.0,35.0,72.0,16.0,40.0,2,3258.0,1
Estrella,Sanjiau,pase,54.0,20.0,15.0,40.0,25.0,41.0,2,3260.0,1
Estrella,Barneix,despeje,54.0,25.0,15.0,62.0,,,2,3265.0,1
Estrella,Gerardi,recuperacion,54.0,26.0,10.0,50.0,,,2,3266.0,1
Estrella,Gerardi,pase,54.0,29.0,14.0,65.0,15.0,78.0,2,3269.0,1
Estrella,Barneix,conduccion,54.0,32.0,15.0,78.0,35.0,87.0,2,3272.0,1
Estrella,Barneix,pase,54.0,34.0,35.0,87.0,70.0,91.0,2,3274.0,1
Estrella,Pilat,pase,54.0,49.0,75.0,99.0,90.0,82.0,2,3289.0,1
Estrella,Navarro,perdida,54.0,50.0,90.0,82.0,,,2,3290.0,1
Estrella,Pilat,despeje,55.0,1.0,55.0,94.0,,,2,3301.0,1
Estrella,Navarro,recuperacion,55.0,10.0,65.0,87.0,,,2,3310.0,1
Estrella,Navarro,pase,55.0,11.0,65.0,88.0,60.0,79.0,2,3311.0,1
Estrella,Romo,pase,55.0,13.0,60.0,81.0,70.0,50.0,2,3313.0,1
Estrella,Dedomingo,conduccion,55.0,17.0,70.0,52.0,70.0,23.0,2,3317.0,1
Estrella,Dedomingo,pase,55.0,18.0,70.0,24.0,75.0,6.0,2,3318.0,1
Estrella,Tourn,centro,55.0,21.0,75.0,5.0,90.0,44.0,2,3321.0,1
Estrella,Tourn,centro,55.0,36.0,90.0,2.0,90.0,35.0,2,3336.0,1
Estrella,Dedomingo,recuperacion,55.0,36.0,80.0,25.0,,,2,3336.0,1
Estrella,Dedomingo,conduccion,55.0,41.0,80.0,25.0,85.0,21.0,2,3341.0,1
Estrella,Dedomingo,pase,55.0,42.0,85.0,23.0,85.0,8.0,2,3342.0,1
Estrella,Tourn,centro,55.0,43.0,85.0,8.0,86.0,23.0,2,3343.0,1
Estrella,Tourn,pase,56.0,3.0,71.0,2.0,90.0,16.0,2,3363.0,1
Estrella,Ramos,recuperacion,56.0,9.0,80.0,40.0,,,2,3369.0,1
Estrella,Ramos,perdida,56.0,11.0,80.0,45.0,,,2,3371.0,1
Estrella,Dedomingo,falta cometida,56.0,15.0,84.0,34.0,,,2,3375.0,1
Estrella,Pilat,recuperacion,56.0,46.0,25.0,80.0,,,2,3406.0,1
Estrella,Pilat,despeje,56.0,47.0,25.0,88.0,,,2,3407.0,1
Estrella,Pilat,recuperacion,57.0,22.0,25.0,91.0,,,2,3442.0,1
Estrella,Pilat,pase,57.0,23.0,25.0,93.0,16.0,93.0,2,3443.0,1
Estrella,Barneix,pase,57.0,24.0,15.0,94.0,25.0,94.0,2,3444.0,1
Estrella,Pilat,pase,57.0,30.0,25.0,95.0,40.0,83.0,2,3450.0,1
Estrella,Romo,pase,57.0,31.0,40.0,83.0,45.0,83.0,2,3451.0,1
Estrella,Gerardi,pase,58.0,51.0,1.0,59.0,10.0,77.0,2,3531.0,1
Estrella,Barneix,pase,58.0,54.0,9.0,76.0,30.0,97.0,2,3534.0,1
Estrella,Pilat,pase,59.0,0.0,30.0,98.0,80.0,50.0,2,3540.0,1
Estrella,Navarro,pase,59.0,1.0,80.0,50.0,70.0,56.0,2,3541.0,1
Estrella,Dedomingo,perdida,59.0,2.0,70.0,56.0,,,2,3542.0,1
Estrella,Romo,recuperacion,59.0,10.0,75.0,75.0,,,2,3550.0,1
Estrella,Romo,pase,59.0,11.0,75.0,76.0,75.0,87.0,2,3551.0,1
Estrella,Ramos,conduccion,59.0,17.0,75.0,89.0,79.0,77.0,2,3557.0,1
Estrella,Ramos,perdida,59.0,18.0,79.0,78.0,,,2,3558.0,1
Estrella,Tourn,despeje,59.0,25.0,35.0,8.0,,,2,3565.0,1
Estrella,Tourn,recuperacion,59.0,24.0,35.0,6.0,,,2,3564.0,1
Estrella,Tourn,pase,59.0,25.0,35.0,5.0,60.0,7.0,2,3565.0,1
Estrella,Marinucci,conduccion,59.0,27.0,60.0,9.0,60.0,22.0,2,3567.0,1
Estrella,Marinucci,pase,59.0,29.0,60.0,23.0,80.0,28.0,2,3569.0,1
Estrella,Pilat,recuperacion,59.0,35.0,40.0,77.0,,,2,3575.0,1
Estrella,Pilat,conduccion,59.0,37.0,40.0,78.0,55.0,88.0,2,3577.0,1
Estrella,Pilat,pase,59.0,38.0,55.0,89.0,65.0,93.0,2,3578.0,1
Estrella,Ramos,conduccion,59.0,41.0,65.0,95.0,84.0,94.0,2,3581.0,1
Estrella,Ramos,perdida,59.0,42.0,84.0,95.0,,,2,3582.0,1
Estrella,Gerardi,pase,60.0,5.0,5.0,64.0,10.0,24.0,2,3605.0,1
Estrella,Sanjiau,pase,60.0,9.0,10.0,24.0,20.0,4.0,2,3609.0,1
Estrella,Sanjiau,despeje,60.0,37.0,10.0,32.0,,,2,3637.0,1
Estrella,Barneix,despeje,60.0,39.0,10.0,38.0,,,2,3639.0,1
Estrella,Romo,despeje,60.0,43.0,20.0,46.0,,,2,3643.0,1
Estrella,Gerardi,recuperacion,60.0,48.0,14.0,69.0,,,2,3648.0,1
Estrella,Gerardi,pase,60.0,53.0,14.0,70.0,15.0,81.0,2,3653.0,1
Estrella,Barneix,conduccion,60.0,57.0,15.0,81.0,25.0,83.0,2,3657.0,1
Estrella,Barneix,pase,60.0,57.0,25.0,84.0,40.0,75.0,2,3657.0,1
Estrella,Retamozo,falta cometida,61.0,16.0,40.0,75.0,,,2,3676.0,1
Estrella,Gerardi,tiro libre,62.0,59.0,15.0,45.0,15.0,26.0,2,3779.0,1
Estrella,Sanjiau,pase,63.0,3.0,15.0,27.0,21.0,7.0,2,3783.0,1
Estrella,Tourn,pase,63.0,4.0,20.0,7.0,35.0,25.0,2,3784.0,1
Estrella,Dedomingo,pase,63.0,8.0,35.0,26.0,80.0,9.0,2,3788.0,1
Estrella,Villoldo,corner,63.0,37.0,100.0,2.0,95.0,58.0,2,3817.0,1
Estrella,Barneix,recuperacion,64.0,18.0,16.0,71.0,,,2,3858.0,1
Estrella,Barneix,pase,64.0,18.0,16.0,73.0,35.0,64.0,2,3858.0,1
Estrella,Romo,pase,64.0,19.0,35.0,64.0,44.0,83.0,2,3859.0,1
Estrella,Thomas,pase,64.0,23.0,45.0,83.0,65.0,73.0,2,3863.0,1
Estrella,Tourn,despeje,64.0,35.0,61.0,11.0,,,2,3875.0,1
Estrella,Tourn,despeje,64.0,47.0,20.0,5.0,,,2,3887.0,1
Estrella,Tourn,despeje,64.0,49.0,25.0,13.0,,,2,3889.0,1
Estrella,Villoldo,recuperacion,64.0,53.0,56.0,16.0,,,2,3893.0,1
Estrella,Villoldo,conduccion,64.0,55.0,56.0,17.0,45.0,4.0,2,3895.0,1
Estrella,Villoldo,perdida,64.0,57.0,45.0,4.0,,,2,3897.0,1
Estrella,Sanjiau,recuperacion,65.0,4.0,15.0,36.0,,,2,3904.0,1
Estrella,Sanjiau,pase,65.0,6.0,15.0,37.0,55.0,39.0,2,3906.0,1
Estrella,Navarro,pase,65.0,8.0,55.0,40.0,64.0,49.0,2,3908.0,1
Estrella,Ramos,conduccion,65.0,11.0,64.0,50.0,65.0,29.0,2,3911.0,1
Estrella,Ramos,perdida,65.0,12.0,65.0,30.0,,,2,3912.0,1
Estrella,Gerardi,recuperacion,65.0,18.0,15.0,38.0,,,2,3918.0,1
Estrella,Gerardi,pase,65.0,21.0,15.0,39.0,25.0,60.0,2,3921.0,1
Estrella,Sanjiau,pase,65.0,25.0,25.0,62.0,85.0,21.0,2,3925.0,1
Estrella,Barneix,despeje,65.0,38.0,20.0,6.0,,,2,3938.0,1
Estrella,Tourn,pase,66.0,10.0,20.0,3.0,60.0,11.0,2,3970.0,1
Estrella,Navarro,pase,66.0,13.0,60.0,11.0,36.0,7.0,2,3973.0,1
Estrella,Tourn,despeje,66.0,28.0,15.0,14.0,,,2,3988.0,1
Estrella,Barneix,despeje,66.0,29.0,16.0,38.0,,,2,3989.0,1
Estrella,Villoldo,recuperacion,66.0,33.0,45.0,8.0,,,2,3993.0,1
Estrella,Villoldo,conduccion,66.0,38.0,45.0,10.0,45.0,20.0,2,3998.0,1
Estrella,Villoldo,pase,66.0,42.0,45.0,20.0,90.0,65.0,2,4002.0,1
Estrella,Barneix,despeje,68.0,59.0,20.0,21.0,,,2,4139.0,1
Estrella,Villoldo,recuperacion,69.0,6.0,55.0,45.0,,,2,4146.0,1
Estrella,Villoldo,pase,69.0,8.0,55.0,57.0,78.0,73.0,2,4148.0,1
Estrella,Romo,recuperacion,69.0,11.0,55.0,77.0,,,2,4151.0,1
Estrella,Romo,pase,69.0,13.0,55.0,78.0,65.0,63.0,2,4153.0,1
Estrella,Thomas,recuperacion,69.0,14.0,50.0,52.0,,,2,4154.0,1
Estrella,Thomas,pase,69.0,15.0,50.0,50.0,35.0,39.0,2,4155.0,1
Estrella,Barneix,despeje,69.0,18.0,35.0,39.0,,,2,4158.0,1
Estrella,Thomas,recuperacion,69.0,31.0,35.0,20.0,,,2,4171.0,1
Estrella,Thomas,despeje,69.0,33.0,35.0,20.0,,,2,4173.0,1
Estrella,Tourn,pase,69.0,40.0,25.0,2.0,65.0,6.0,2,4180.0,1
Estrella,Navarro,conduccion,69.0,47.0,65.0,8.0,56.0,24.0,2,4187.0,1
Estrella,Navarro,pase,69.0,48.0,56.0,25.0,50.0,25.0,2,4188.0,1
Estrella,Sanjiau,pase,69.0,49.0,50.0,26.0,31.0,7.0,2,4189.0,1
Estrella,Barneix,pase,69.0,50.0,31.0,8.0,85.0,12.0,2,4190.0,1
Estrella,Romo,recuperacion,70.0,28.0,45.0,18.0,,,2,4228.0,1
Estrella,Romo,pase,70.0,30.0,45.0,19.0,45.0,8.0,2,4230.0,1
Estrella,Tourn,pase,70.0,36.0,35.0,2.0,80.0,6.0,2,4236.0,1
Estrella,Navarro,pase,70.0,38.0,80.0,7.0,90.0,16.0,2,4238.0,1
Estrella,Tourn,pase,70.0,54.0,90.0,4.0,90.0,36.0,2,4254.0,1
Estrella,Navarro,pase,70.0,56.0,90.0,37.0,81.0,60.0,2,4256.0,1
Estrella,Thomas,recuperacion,70.0,58.0,61.0,48.0,,,2,4258.0,1
Estrella,Thomas,pase,71.0,2.0,61.0,49.0,86.0,6.0,2,4262.0,1
Estrella,Tourn,recuperacion,71.0,17.0,60.0,5.0,,,2,4277.0,1
Estrella,Tourn,pase,71.0,18.0,61.0,7.0,65.0,26.0,2,4278.0,1
Estrella,Thomas,conduccion,71.0,20.0,65.0,26.0,76.0,22.0,2,4280.0,1
Estrella,Thomas,falta recibida,71.0,22.0,75.0,23.0,,,2,4282.0,1
Estrella,Villoldo,tiro libre,71.0,57.0,75.0,24.0,95.0,64.0,2,4317.0,1
Estrella,Sanjiau,recuperacion,72.0,1.0,70.0,83.0,,,2,4321.0,1
Estrella,Sanjiau,pase,72.0,2.0,70.0,84.0,79.0,95.0,2,4322.0,1
Estrella,Pilat,perdida,72.0,5.0,80.0,96.0,,,2,4325.0,1
Estrella,Barneix,despeje,72.0,8.0,80.0,97.0,,,2,4328.0,1
Estrella,Pilat,pase,72.0,28.0,80.0,99.0,90.0,72.0,2,4348.0,1
Estrella,Barneix,recuperacion,72.0,34.0,65.0,86.0,,,2,4354.0,1
Estrella,Barneix,pase,72.0,35.0,65.0,88.0,90.0,18.0,2,4355.0,1
Estrella,Navarro,conduccion,72.0,39.0,90.0,19.0,90.0,7.0,2,4359.0,1
Estrella,Navarro,perdida,72.0,39.0,90.0,5.0,,,2,4359.0,1
Estrella,Barneix,recuperacion,72.0,42.0,55.0,25.0,,,2,4362.0,1
Estrella,Barneix,pase,72.0,43.0,55.0,25.0,65.0,19.0,2,4363.0,1
Estrella,Thomas,pase,72.0,43.0,65.0,20.0,65.0,38.0,2,4363.0,1
Estrella,Romo,perdida,72.0,45.0,65.0,38.0,,,2,4365.0,1
Estrella,Navarro,recuperacion,72.0,48.0,70.0,59.0,,,2,4368.0,1
Estrella,Navarro,pase,72.0,50.0,70.0,61.0,65.0,89.0,2,4370.0,1
Estrella,Pilat,pase,72.0,52.0,65.0,90.0,60.0,75.0,2,4372.0,1
Estrella,Thomas,pase,72.0,54.0,60.0,75.0,40.0,82.0,2,4374.0,1
Estrella,Sanjiau,pase,72.0,58.0,40.0,83.0,85.0,6.0,2,4378.0,1
Estrella,Villoldo,conduccion,73.0,2.0,85.0,6.0,80.0,28.0,2,4382.0,1
Estrella,Villoldo,remate,73.0,3.0,80.0,29.0,99.0,69.0,2,4383.0,1
Estrella,Sanjiau,despeje,74.0,30.0,20.0,29.0,,,2,4470.0,1
Estrella,Videla,recuperacion,74.0,32.0,45.0,32.0,,,2,4472.0,1
Estrella,Videla,perdida,74.0,34.0,45.0,33.0,,,2,4474.0,1
Estrella,Sanjiau,tiro libre,74.0,56.0,40.0,88.0,66.0,29.0,2,4496.0,1
Estrella,Dedomingo,perdida,75.0,1.0,66.0,29.0,,,2,4501.0,1
Estrella,Barneix,tiro libre,75.0,30.0,25.0,22.0,90.0,10.0,2,4530.0,1
Estrella,Tourn,pase,75.0,37.0,70.0,2.0,65.0,10.0,2,4537.0,1
Estrella,Romo,pase,75.0,39.0,66.0,10.0,75.0,4.0,2,4539.0,1
Estrella,Tourn,centro,75.0,43.0,75.0,4.0,96.0,49.0,2,4543.0,1
Estrella,Sanjiau,recuperacion,75.0,59.0,35.0,83.0,,,2,4559.0,1
Estrella,Navarro,falta cometida,76.0,53.0,80.0,92.0,,,2,4613.0,1
Estrella,Gerardi,tiro libre,77.0,33.0,15.0,37.0,75.0,18.0,2,4653.0,1
Estrella,Navarro,perdida,77.0,40.0,76.0,18.0,,,2,4660.0,1
Estrella,Villoldo,pase,77.0,43.0,81.0,2.0,65.0,8.0,2,4663.0,1
Estrella,Dedomingo,centro,77.0,46.0,65.0,8.0,80.0,60.0,2,4666.0,1
Estrella,Pilat,pase,77.0,59.0,70.0,99.0,65.0,89.0,2,4679.0,1
Estrella,Romo,conduccion,78.0,3.0,65.0,90.0,65.0,74.0,2,4683.0,1
Estrella,Romo,remate,78.0,5.0,65.0,74.0,99.0,33.0,2,4685.0,1
Estrella,Sanjiau,despeje,78.0,35.0,25.0,74.0,,,2,4715.0,1
Estrella,Pilat,recuperacion,78.0,39.0,40.0,88.0,,,2,4719.0,1
Estrella,Pilat,pase,78.0,40.0,40.0,90.0,56.0,89.0,2,4720.0,1
Estrella,Videla,pase,78.0,42.0,56.0,90.0,65.0,95.0,2,4722.0,1
Estrella,Barneix,recuperacion,79.0,18.0,30.0,63.0,,,2,4758.0,1
Estrella,Barneix,despeje,79.0,20.0,30.0,64.0,,,2,4760.0,1
Estrella,Gerardi,pase,79.0,46.0,5.0,38.0,59.0,8.0,2,4786.0,1
Estrella,Dedomingo,recuperacion,79.0,49.0,40.0,9.0,,,2,4789.0,1
Estrella,Dedomingo,pase,79.0,51.0,40.0,10.0,50.0,17.0,2,4791.0,1
Estrella,Villoldo,pase,79.0,52.0,50.0,17.0,46.0,5.0,2,4792.0,1
Estrella,Tourn,centro,79.0,55.0,45.0,5.0,80.0,44.0,2,4795.0,1
Estrella,Sanjiau,recuperacion,80.0,30.0,40.0,33.0,,,2,4830.0,1
Estrella,Sanjiau,pase,80.0,34.0,40.0,34.0,50.0,30.0,2,4834.0,1
Estrella,Thomas,pase,80.0,35.0,51.0,30.0,80.0,22.0,2,4835.0,1
Estrella,Dedomingo,recuperacion,80.0,36.0,65.0,23.0,,,2,4836.0,1
Estrella,Dedomingo,conduccion,80.0,39.0,65.0,24.0,76.0,13.0,2,4839.0,1
Estrella,Dedomingo,perdida,80.0,39.0,76.0,14.0,,,2,4839.0,1
Estrella,Barneix,despeje,80.0,44.0,25.0,16.0,,,2,4844.0,1
Estrella,Villoldo,recuperacion,80.0,54.0,49.0,4.0,,,2,4854.0,1
Estrella,Villoldo,pase,80.0,57.0,49.0,4.0,80.0,5.0,2,4857.0,1
Estrella,Navarro,conduccion,81.0,0.0,80.0,6.0,90.0,12.0,2,4860.0,1
Estrella,Navarro,pase,81.0,2.0,91.0,13.0,76.0,13.0,2,4862.0,1
Estrella,Villoldo,perdida,81.0,3.0,76.0,13.0,,,2,4863.0,1
Estrella,Gerardi,despeje,81.0,10.0,20.0,24.0,,,2,4870.0,1
Estrella,Sanjiau,despeje,81.0,35.0,10.0,42.0,,,2,4895.0,1
Estrella,Dedomingo,recuperacion,81.0,36.0,35.0,34.0,,,2,4896.0,1
Estrella,Dedomingo,conduccion,81.0,39.0,35.0,36.0,35.0,59.0,2,4899.0,1
Estrella,Dedomingo,pase,81.0,40.0,36.0,61.0,40.0,77.0,2,4900.0,1
Estrella,Romo,conduccion,81.0,42.0,40.0,78.0,55.0,80.0,2,4902.0,1
Estrella,Romo,perdida,81.0,44.0,55.0,80.0,,,2,4904.0,1
Estrella,Pilat,pase,81.0,57.0,36.0,99.0,66.0,93.0,2,4917.0,1
Estrella,Pilat,despeje,82.0,20.0,30.0,89.0,,,2,4940.0,1
Estrella,Gerardi,recuperacion,82.0,39.0,6.0,42.0,,,2,4959.0,1
Estrella,Tourn,pase,82.0,39.0,10.0,39.0,10.0,27.0,2,4959.0,1
Estrella,Barneix,pase,82.0,41.0,10.0,28.0,20.0,8.0,2,4961.0,1
Estrella,Villoldo,pase,82.0,44.0,20.0,7.0,30.0,26.0,2,4964.0,1
Estrella,Tourn,pase,82.0,45.0,30.0,27.0,30.0,40.0,2,4965.0,1
Estrella,Gerardi,recuperacion,82.0,56.0,10.0,42.0,,,2,4976.0,1
Estrella,Gerardi,conduccion,83.0,5.0,16.0,75.0,20.0,81.0,2,4985.0,1
Estrella,Gerardi,pase,83.0,6.0,20.0,82.0,45.0,83.0,2,4986.0,1
Estrella,Pilat,pase,83.0,7.0,45.0,84.0,60.0,86.0,2,4987.0,1
Estrella,Sanjiau,recuperacion,83.0,21.0,20.0,80.0,,,2,5001.0,1
Estrella,Sanjiau,conduccion,83.0,23.0,20.0,81.0,24.0,97.0,2,5003.0,1
Estrella,Sanjiau,perdida,83.0,26.0,24.0,98.0,,,2,5006.0,1
Estrella,Pilat,recuperacion,84.0,4.0,5.0,97.0,,,2,5044.0,1
Estrella,Pilat,pase,84.0,9.0,15.0,99.0,44.0,92.0,2,5049.0,1
Estrella,Videla,falta recibida,84.0,14.0,45.0,92.0,,,2,5054.0,1
Estrella,Pilat,tiro libre,84.0,39.0,45.0,93.0,82.0,50.0,2,5079.0,1
Estrella,Villoldo,perdida,84.0,40.0,82.0,50.0,,,2,5080.0,1
Estrella,Tourn,recuperacion,84.0,44.0,60.0,6.0,,,2,5084.0,1
Estrella,Tourn,conduccion,84.0,46.0,60.0,7.0,70.0,6.0,2,5086.0,1
Estrella,Tourn,pase,84.0,54.0,70.0,6.0,85.0,6.0,2,5094.0,1
Estrella,Servin,falta recibida,84.0,57.0,85.0,6.0,,,2,5097.0,1
Estrella,Tourn,tiro libre,85.0,29.0,85.0,6.0,85.0,51.0,2,5129.0,1
Estrella,Aguilera,recuperacion,85.0,31.0,75.0,81.0,,,2,5131.0,1
Estrella,Aguilera,centro,85.0,33.0,75.0,82.0,90.0,61.0,2,5133.0,1
Estrella,Thomas,remate,85.0,35.0,90.0,61.0,100.0,66.0,2,5135.0,1
Estrella,Aguilera,despeje,86.0,7.0,20.0,16.0,,,2,5167.0,1
Estrella,Romo,recuperacion,86.0,8.0,35.0,22.0,,,2,5168.0,1
Estrella,Romo,pase,86.0,12.0,35.0,22.0,80.0,30.0,2,5172.0,1
Estrella,Tourn,recuperacion,86.0,25.0,10.0,25.0,,,2,5185.0,1
Estrella,Tourn,perdida,86.0,29.0,5.0,30.0,,,2,5189.0,1
Estrella,Aguilera,recuperacion,86.0,31.0,10.0,39.0,,,2,5191.0,1
Estrella,Aguilera,pase,86.0,33.0,10.0,39.0,60.0,32.0,2,5193.0,1
Estrella,Villoldo,pase,86.0,35.0,60.0,33.0,55.0,49.0,2,5195.0,1
Estrella,Servin,pase,86.0,38.0,55.0,51.0,70.0,28.0,2,5198.0,1
Estrella,Villoldo,pase,86.0,43.0,70.0,29.0,91.0,63.0,2,5203.0,1
Estrella,Gerardi,recuperacion,87.0,16.0,9.0,65.0,,,2,5236.0,1
Estrella,Gerardi,pase,87.0,20.0,14.0,62.0,20.0,16.0,2,5240.0,1
Estrella,Tourn,conduccion,87.0,22.0,20.0,16.0,40.0,10.0,2,5242.0,1
Estrella,Tourn,pase,87.0,24.0,41.0,10.0,56.0,6.0,2,5244.0,1
Estrella,Aguilera,conduccion,87.0,30.0,56.0,7.0,58.0,49.0,2,5250.0,1
Estrella,Aguilera,pase,87.0,32.0,58.0,49.0,59.0,83.0,2,5252.0,1
Estrella,Pilat,pase,87.0,33.0,60.0,83.0,75.0,90.0,2,5253.0,1
Estrella,Romo,pase,87.0,34.0,75.0,91.0,70.0,76.0,2,5254.0,1
Estrella,Pilat,recuperacion,88.0,13.0,20.0,89.0,,,2,5293.0,1
Estrella,Pilat,despeje,88.0,15.0,20.0,91.0,,,2,5295.0,1
Estrella,Pilat,pase,88.0,37.0,39.0,99.0,40.0,73.0,2,5317.0,1
Estrella,Thomas,pase,88.0,39.0,40.0,74.0,25.0,27.0,2,5319.0,1
Estrella,Tourn,pase,88.0,44.0,25.0,27.0,45.0,6.0,2,5324.0,1
Estrella,Servin,perdida,88.0,48.0,45.0,6.0,,,2,5328.0,1
Estrella,Tourn,despeje,89.0,1.0,35.0,13.0,,,2,5341.0,1
Estrella,Villoldo,recuperacion,89.0,3.0,55.0,49.0,,,2,5343.0,1
Estrella,Villoldo,conduccion,89.0,5.0,54.0,50.0,49.0,58.0,2,5345.0,1
Estrella,Villoldo,perdida,89.0,7.0,49.0,59.0,,,2,5347.0,1
Estrella,Sanjiau,recuperacion,89.0,11.0,26.0,67.0,,,2,5351.0,1
Estrella,Sanjiau,perdida,89.0,14.0,25.0,59.0,,,2,5354.0,1
Estrella,Tourn,falta cometida,89.0,49.0,5.0,13.0,,,2,5389.0,1
Estrella,Gerardi,recuperacion,90.0,8.0,4.0,44.0,,,2,5408.0,1
Estrella,Gerardi,pase,90.0,14.0,5.0,49.0,20.0,86.0,2,5414.0,1
Estrella,Pilat,perdida,90.0,16.0,20.0,87.0,,,2,5416.0,1
Estrella,Pilat,recuperacion,90.0,19.0,20.0,87.0,,,2,5419.0,1
Estrella,Pilat,conduccion,90.0,20.0,20.0,87.0,35.0,93.0,2,5420.0,1
Estrella,Pilat,pase,90.0,22.0,35.0,93.0,50.0,94.0,2,5422.0,1
Estrella,Romo,conduccion,90.0,23.0,50.0,94.0,65.0,93.0,2,5423.0,1
Estrella,Romo,pase,90.0,25.0,66.0,95.0,60.0,80.0,2,5425.0,1
Estrella,Villoldo,pase,90.0,26.0,60.0,81.0,66.0,97.0,2,5426.0,1
Estrella,Romo,perdida,90.0,28.0,66.0,98.0,,,2,5428.0,1
Estrella,Thomas,recuperacion,90.0,52.0,40.0,79.0,,,2,5452.0,1
Estrella,Thomas,pase,90.0,54.0,40.0,81.0,51.0,83.0,2,5454.0,1
Estrella,Sanjiau,recuperacion,90.0,58.0,15.0,71.0,,,2,5458.0,1
Estrella,Sanjiau,falta recibida,91.0,3.0,15.0,72.0,,,2,5463.0,1
Estrella,Gerardi,tiro libre,91.0,23.0,15.0,73.0,64.0,77.0,2,5483.0,1
Estrella,Sanjiau,despeje,91.0,32.0,20.0,92.0,,,2,5492.0,1
Estrella,Pilat,recuperacion,92.0,31.0,25.0,93.0,,,2,5551.0,1
Estrella,Pilat,conduccion,92.0,34.0,25.0,95.0,35.0,94.0,2,5554.0,1
Estrella,Pilat,perdida,92.0,36.0,35.0,95.0,,,2,5556.0,1
Estrella,Pilat,falta recibida,94.0,7.0,35.0,96.0,,,2,5647.0,1
Estrella,Pilat,tiro libre,94.0,21.0,35.0,97.0,85.0,37.0,2,5661.0,1
Estrella,Romo,recuperacion,94.0,23.0,75.0,61.0,,,2,5663.0,1
Estrella,Romo,pase,94.0,24.0,75.0,62.0,90.0,46.0,2,5664.0,1
Estrella,Tourn,despeje,94.0,29.0,45.0,5.0,,,2,5669.0,1
Estrella,Tourn,pase,94.0,38.0,60.0,1.0,85.0,8.0,2,5678.0,1
Estrella,Villoldo,perdida,94.0,42.0,85.0,9.0,,,2,5682.0,1
Estrella,Videla,despeje,95.0,21.0,45.0,79.0,,,2,5721.0,1
Estrella,Pilat,despeje,95.0,38.0,20.0,96.0,,,2,5738.0,1
Estrella,Pilat,despeje,95.0,45.0,35.0,95.0,,,2,5745.0,1
Estrella,Risculese,pase,3.0,18.0,50.0,50.0,20.0,38.0,1,198.0,2
Estrella,Retamozo,pase,3.0,22.0,20.0,37.0,75.0,70.0,1,202.0,2
Estrella,Villodo,perdida,3.0,22.0,75.0,70.0,,,1,202.0,2
Estrella,Retamozo,pase,3.0,27.0,50.0,65.0,80.0,38.0,1,207.0,2
Estrella,Retamozo,recuperacion,3.0,42.0,20.0,14.0,,,1,222.0,2
Estrella,Retamozo,pase,3.0,44.0,19.0,13.0,30.0,2.0,1,224.0,2
Estrella,Retamozo,pase,4.0,9.0,10.0,6.0,30.0,7.0,1,249.0,2
Estrella,Risculese,pase,4.0,11.0,30.0,7.0,35.0,18.0,1,251.0,2
Estrella,Dedomingo,despeje,4.0,17.0,30.0,11.0,,,1,257.0,2
Estrella,Retamozo,pase,4.0,37.0,20.0,11.0,25.0,11.0,1,277.0,2
Estrella,Dedomingo,pase,4.0,38.0,25.0,11.0,20.0,23.0,1,278.0,2
Estrella,Romo,pase,4.0,40.0,19.0,23.0,40.0,11.0,1,280.0,2
Estrella,Grasso,despeje,4.0,51.0,5.0,68.0,,,1,291.0,2
Estrella,Gerardi,pase,6.0,4.0,2.0,50.0,6.0,37.0,1,364.0,2
Estrella,Sanjiau,pase,6.0,7.0,6.0,35.0,19.0,5.0,1,367.0,2
Estrella,Tourn,pase,6.0,12.0,19.0,5.0,65.0,12.0,1,372.0,2
Estrella,Tourn,pase,6.0,21.0,24.0,2.0,55.0,8.0,1,381.0,2
Estrella,Villodo,pase,6.0,22.0,55.0,8.0,40.0,7.0,1,382.0,2
Estrella,Tourn,perdida,6.0,24.0,40.0,6.0,,,1,384.0,2
Estrella,Sanjiau,falta cometida,6.0,27.0,34.0,14.0,,,1,387.0,2
Estrella,Tourn,despeje,7.0,9.0,5.0,66.0,,,1,429.0,2
Estrella,Sanjiau,despeje,7.0,15.0,15.0,74.0,,,1,435.0,2
Estrella,Villodo,pase,7.0,20.0,20.0,82.0,45.0,59.0,1,440.0,2
Estrella,Romo,recuperacion,7.0,22.0,30.0,54.0,,,1,442.0,2
Estrella,Romo,pase,7.0,23.0,30.0,53.0,30.0,76.0,1,443.0,2
Estrella,Villodo,pase,7.0,24.0,30.0,76.0,20.0,77.0,1,444.0,2
Estrella,Grasso,pase,7.0,26.0,20.0,76.0,25.0,67.0,1,446.0,2
